Generation,evals,avg,std,min,max,best_one,fitness_best_one
99,312,[  7.         403.56417705],[0.        0.7661089],[  7.         401.99129129],[  7.         404.08631618],"[7, 4, 2, 1, 22, 25, 24, 20, 21, 10, 15, 13, 5, 3, 6, 9, 8, 23, 18, 19, 17, 11, 16, 14, 12]","(7.0, 401.9912912886872)"
100,318,[  7.         402.97848643],[0.         1.00507852],[  7.         390.78641769],[  7.         404.08631618],"[7, 4, 2, 1, 22, 25, 24, 21, 20, 23, 15, 13, 5, 3, 6, 9, 8, 10, 18, 19, 17, 11, 16, 14, 12]","(7.0, 390.78641769139693)"
101,318,[  7.         402.34681774],[0.         1.02723049],[  7.         390.78641769],[  7.         403.35110682],"[7, 4, 2, 1, 22, 25, 24, 21, 20, 23, 15, 13, 5, 3, 6, 9, 8, 10, 18, 19, 17, 11, 16, 14, 12]","(7.0, 390.78641769139693)"
102,326,[  7.         401.75653843],[0.        1.6393001],[  7.         388.80876513],[  7.         401.99129129],"[7, 4, 2, 1, 22, 25, 24, 20, 21, 23, 15, 13, 5, 3, 6, 9, 8, 10, 18, 19, 17, 11, 16, 14, 12]","(7.0, 388.8087651325408)"
103,316,[  7.         401.37106926],[0.         2.62696533],[  7.         388.80876513],[  7.         401.99129129],"[7, 4, 2, 1, 22, 25, 24, 20, 21, 23, 15, 13, 5, 3, 6, 9, 8, 10, 18, 19, 17, 11, 16, 14, 12]","(7.0, 388.8087651325408)"
104,308,[  7.         400.56116149],[0.         3.83105587],[  7.         388.80876513],[  7.         401.99129129],"[7, 4, 2, 1, 22, 25, 24, 20, 21, 23, 15, 13, 5, 3, 6, 9, 8, 10, 18, 19, 17, 11, 16, 14, 12]","(7.0, 388.8087651325408)"
105,312,[  7.         398.68602966],[0.         5.24381291],[  7.         388.80876513],[  7.         401.99129129],"[7, 4, 2, 1, 22, 25, 24, 20, 21, 23, 15, 13, 5, 3, 6, 9, 8, 10, 18, 19, 17, 11, 16, 14, 12]","(7.0, 388.8087651325408)"
106,310,[  7.         394.61674732],[0.         5.59919222],[  7.         388.80876513],[  7.         401.99129129],"[7, 4, 2, 1, 22, 25, 24, 20, 21, 23, 15, 13, 5, 3, 6, 9, 8, 10, 18, 19, 17, 11, 16, 14, 12]","(7.0, 388.8087651325408)"
107,332,[  7.         389.96458286],[0.         0.94264833],[  7.         388.80876513],[  7.         390.78641769],"[7, 4, 2, 1, 22, 25, 24, 20, 21, 23, 15, 13, 5, 3, 6, 9, 8, 10, 18, 19, 17, 11, 16, 14, 12]","(7.0, 388.8087651325408)"
108,304,[  7.         389.10798925],[0.         0.61934858],[  7.         388.07915314],[  7.         390.78641769],"[7, 4, 2, 1, 22, 25, 24, 20, 21, 23, 15, 13, 5, 3, 6, 9, 8, 11, 19, 18, 17, 10, 16, 14, 12]","(7.0, 388.07915314361225)"
109,338,[  7.         388.81111947],[0.         0.07219431],[  7.         388.07915314],[  7.         388.96529364],"[7, 4, 2, 1, 22, 25, 24, 20, 21, 23, 15, 13, 5, 3, 6, 9, 8, 11, 19, 18, 17, 10, 16, 14, 12]","(7.0, 388.07915314361225)"
110,330,[  7.         388.79858101],[0.         0.08368552],[  7.         388.07915314],[  7.         388.80876513],"[7, 4, 2, 1, 22, 25, 24, 20, 21, 23, 15, 13, 5, 3, 6, 9, 8, 11, 19, 18, 17, 10, 16, 14, 12]","(7.0, 388.07915314361225)"
111,324,[  7.         388.78474883],[0.         0.12766696],[  7.         388.07915314],[  7.         388.80876513],"[7, 4, 2, 1, 22, 25, 24, 20, 21, 23, 15, 13, 5, 3, 6, 9, 8, 11, 19, 18, 17, 10, 16, 14, 12]","(7.0, 388.07915314361225)"
112,314,[  7.         388.74884421],[0.        0.2421851],[  7.         386.21830577],[  7.         388.80876513],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 17, 18, 16, 14, 12]","(7.0, 386.218305770566)"
113,310,[  7.         388.66573296],[0.        0.3837113],[  7.         386.21830577],[  7.         388.80876513],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 17, 18, 16, 14, 12]","(7.0, 386.218305770566)"
114,302,[  7.         388.47302989],[0.         0.55643285],[  7.         386.21830577],[  7.         388.80876513],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 17, 18, 16, 14, 12]","(7.0, 386.218305770566)"
115,326,[  7.         388.11248151],[0.        0.6752926],[  7.         386.21830577],[  7.         388.80876513],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 17, 18, 16, 14, 12]","(7.0, 386.218305770566)"
116,318,[  7.         387.69797291],[0.         0.70486076],[  7.         386.21830577],[  7.         388.07915314],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 17, 18, 16, 14, 12]","(7.0, 386.218305770566)"
117,340,[  7.         387.28487022],[0.         0.84291088],[  7.         386.21830577],[  7.         388.07915314],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 17, 18, 16, 14, 12]","(7.0, 386.218305770566)"
118,292,[  7.       386.512621],[0.         0.50474659],[  7.         383.33366643],[  7.         388.07915314],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
119,294,[  7.         386.18224778],[0.         0.32049044],[  7.         383.33366643],[  7.         386.21830577],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
120,316,[  7.        386.1101318],[0.         0.54803403],[  7.         383.33366643],[  7.         386.21830577],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
121,306,[  7.         385.94426503],[0.         0.84581935],[  7.         383.33366643],[  7.         386.21830577],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
122,310,[  7.         385.56504167],[0.         1.20525004],[  7.         383.33366643],[  7.         386.21830577],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
123,330,[  7.         384.86021039],[0.         1.43166068],[  7.         383.33366643],[  7.         386.21830577],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
124,334,[  7.         383.66381046],[0.         0.88999013],[  7.         383.33366643],[  7.         386.21830577],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
125,324,[  7.         383.33366643],[0.00000000e+00 2.55795385e-12],[  7.         383.33366643],[  7.         383.33366643],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
126,302,[  7.         383.33366643],[0.00000000e+00 2.55795385e-12],[  7.         383.33366643],[  7.         383.33366643],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
127,310,[  7.         383.33366643],[0.00000000e+00 2.55795385e-12],[  7.         383.33366643],[  7.         383.33366643],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
128,316,[  7.         383.33366643],[0.00000000e+00 2.55795385e-12],[  7.         383.33366643],[  7.         383.33366643],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
129,322,[  7.         383.33366643],[0.00000000e+00 2.55795385e-12],[  7.         383.33366643],[  7.         383.33366643],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
130,314,[  7.         383.33366643],[0.00000000e+00 2.55795385e-12],[  7.         383.33366643],[  7.         383.33366643],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
131,324,[  7.         383.33366643],[0.00000000e+00 2.55795385e-12],[  7.         383.33366643],[  7.         383.33366643],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
132,322,[  7.         383.33366643],[0.00000000e+00 2.55795385e-12],[  7.         383.33366643],[  7.         383.33366643],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
133,316,[  7.         383.33366643],[0.00000000e+00 2.55795385e-12],[  7.         383.33366643],[  7.         383.33366643],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
134,308,[  7.         383.33366643],[0.00000000e+00 2.55795385e-12],[  7.         383.33366643],[  7.         383.33366643],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
135,334,[  7.         383.33366643],[0.00000000e+00 2.55795385e-12],[  7.         383.33366643],[  7.         383.33366643],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
136,316,[  7.         383.33366643],[0.00000000e+00 2.55795385e-12],[  7.         383.33366643],[  7.         383.33366643],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
137,324,[  7.         383.33366643],[0.00000000e+00 2.55795385e-12],[  7.         383.33366643],[  7.         383.33366643],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
138,302,[  7.         383.33366643],[0.00000000e+00 2.55795385e-12],[  7.         383.33366643],[  7.         383.33366643],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
139,322,[  7.         383.33366643],[0.00000000e+00 2.55795385e-12],[  7.         383.33366643],[  7.         383.33366643],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
140,314,[  7.         383.33366643],[0.00000000e+00 2.55795385e-12],[  7.         383.33366643],[  7.         383.33366643],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
141,332,[  7.         383.33366643],[0.00000000e+00 2.55795385e-12],[  7.         383.33366643],[  7.         383.33366643],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
142,324,[  7.         383.33366643],[0.00000000e+00 2.55795385e-12],[  7.         383.33366643],[  7.         383.33366643],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
143,322,[  7.         383.33366643],[0.00000000e+00 2.55795385e-12],[  7.         383.33366643],[  7.         383.33366643],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
144,336,[  7.         383.33366643],[0.00000000e+00 2.55795385e-12],[  7.         383.33366643],[  7.         383.33366643],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
145,320,[  7.         383.33366643],[0.00000000e+00 2.55795385e-12],[  7.         383.33366643],[  7.         383.33366643],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
146,348,[  7.         383.33366643],[0.00000000e+00 2.55795385e-12],[  7.         383.33366643],[  7.         383.33366643],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
147,312,[  7.         383.33366643],[0.00000000e+00 2.55795385e-12],[  7.         383.33366643],[  7.         383.33366643],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
148,326,[  7.         383.33366643],[0.00000000e+00 2.55795385e-12],[  7.         383.33366643],[  7.         383.33366643],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
149,346,[  7.         383.33366643],[0.00000000e+00 2.55795385e-12],[  7.         383.33366643],[  7.         383.33366643],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
150,314,[  7.         383.33366643],[0.00000000e+00 2.55795385e-12],[  7.         383.33366643],[  7.         383.33366643],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
151,308,[  7.         383.33366643],[0.00000000e+00 2.55795385e-12],[  7.         383.33366643],[  7.         383.33366643],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
152,318,[  7.         383.33366643],[0.00000000e+00 2.55795385e-12],[  7.         383.33366643],[  7.         383.33366643],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
153,308,[  7.         383.33366643],[0.00000000e+00 2.55795385e-12],[  7.         383.33366643],[  7.         383.33366643],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
154,322,[  7.         383.33366643],[0.00000000e+00 2.55795385e-12],[  7.         383.33366643],[  7.         383.33366643],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
155,312,[  7.         383.33366643],[0.00000000e+00 2.55795385e-12],[  7.         383.33366643],[  7.         383.33366643],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
156,332,[  7.         383.33366643],[0.00000000e+00 2.55795385e-12],[  7.         383.33366643],[  7.         383.33366643],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
157,296,[  7.         383.33366643],[0.00000000e+00 2.55795385e-12],[  7.         383.33366643],[  7.         383.33366643],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
158,308,[  7.         383.33366643],[0.00000000e+00 2.55795385e-12],[  7.         383.33366643],[  7.         383.33366643],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
159,314,[  7.         383.33366643],[0.00000000e+00 2.55795385e-12],[  7.         383.33366643],[  7.         383.33366643],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
160,308,[  7.         383.33366643],[0.00000000e+00 2.55795385e-12],[  7.         383.33366643],[  7.         383.33366643],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
161,302,[  7.         383.33366643],[0.00000000e+00 2.55795385e-12],[  7.         383.33366643],[  7.         383.33366643],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
162,308,[  7.         383.33366643],[0.00000000e+00 2.55795385e-12],[  7.         383.33366643],[  7.         383.33366643],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
163,292,[  7.         383.33366643],[0.00000000e+00 2.55795385e-12],[  7.         383.33366643],[  7.         383.33366643],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
164,306,[  7.         383.33366643],[0.00000000e+00 2.55795385e-12],[  7.         383.33366643],[  7.         383.33366643],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
165,318,[  7.         383.33366643],[0.00000000e+00 2.55795385e-12],[  7.         383.33366643],[  7.         383.33366643],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
166,308,[  7.         383.33366643],[0.00000000e+00 2.55795385e-12],[  7.         383.33366643],[  7.         383.33366643],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
167,310,[  7.         383.33366643],[0.00000000e+00 2.55795385e-12],[  7.         383.33366643],[  7.         383.33366643],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
168,326,[  7.         383.33366643],[0.00000000e+00 2.55795385e-12],[  7.         383.33366643],[  7.         383.33366643],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
169,300,[  7.         383.33366643],[0.00000000e+00 2.55795385e-12],[  7.         383.33366643],[  7.         383.33366643],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
170,308,[  7.         383.33366643],[0.00000000e+00 2.55795385e-12],[  7.         383.33366643],[  7.         383.33366643],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
171,324,[  7.         383.33366643],[0.00000000e+00 2.55795385e-12],[  7.         383.33366643],[  7.         383.33366643],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
172,308,[  7.         383.33366643],[0.00000000e+00 2.55795385e-12],[  7.         383.33366643],[  7.         383.33366643],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
173,324,[  7.         383.33366643],[0.00000000e+00 2.55795385e-12],[  7.         383.33366643],[  7.         383.33366643],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
174,318,[  7.         383.33366643],[0.00000000e+00 2.55795385e-12],[  7.         383.33366643],[  7.         383.33366643],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
175,328,[  7.         383.33366643],[0.00000000e+00 2.55795385e-12],[  7.         383.33366643],[  7.         383.33366643],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
176,316,[  7.         383.33366643],[0.00000000e+00 2.55795385e-12],[  7.         383.33366643],[  7.         383.33366643],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
177,328,[  7.         383.33366643],[0.00000000e+00 2.55795385e-12],[  7.         383.33366643],[  7.         383.33366643],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
178,308,[  7.         383.33366643],[0.00000000e+00 2.55795385e-12],[  7.         383.33366643],[  7.         383.33366643],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
179,318,[  7.         383.33366643],[0.00000000e+00 2.55795385e-12],[  7.         383.33366643],[  7.         383.33366643],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
180,324,[  7.         383.33366643],[0.00000000e+00 2.55795385e-12],[  7.         383.33366643],[  7.         383.33366643],"[7, 4, 2, 1, 23, 25, 24, 20, 21, 22, 15, 13, 5, 3, 6, 9, 8, 10, 11, 19, 18, 17, 16, 14, 12]","(7.0, 383.3336664270867)"
